input,language,dialect,originregion
我们一起去吧,Chinese,Sichuanese,"Sichuan, China"
我不喜欢这个,Chinese,Sichuanese,"Sichuan, China"
这附近有银行吗,Chinese,Sichuanese,"Sichuan, China"
你会说英语吗,Chinese,Sichuanese,"Sichuan, China"
让我们换个话题,Chinese,Sichuanese,"Sichuan, China"
"侬好, 吴语, 上海话, 中国",Chinese,Wu,"Jiangnan, China"
"吃了伐, 吴语, 苏州话, 中国",Chinese,Wu,"Jiangnan, China"
"今天天气怎么样, 吴语, 杭州话, 中国",Chinese,Wu,"Jiangnan, China"
"我要去上班了, 吴语, 宁波话, 中国",Chinese,Wu,"Jiangnan, China"
"你叫什么名字, 吴语, 无锡话, 中国",Chinese,Wu,"Jiangnan, China"
"侬会讲吴语伐, 吴语, 嘉兴话, 中国",Chinese,Wu,"Jiangnan, China"
"这个多少钱, 吴语, 绍兴话, 中国",Chinese,Wu,"Jiangnan, China"
"侬吃饭了伐, 吴语, 上海话, 中国",Chinese,Wu,"Jiangnan, China"
"咱们去玩, 吴语, 苏州话, 中国",Chinese,Wu,"Jiangnan, China"
"侬最近好伐, 吴语, 杭州话, 中国",Chinese,Wu,"Jiangnan, China"
"我明天有空, 吴语, 宁波话, 中国",Chinese,Wu,"Jiangnan, China"
"这个味道怎么样, 吴语, 无锡话, 中国",Chinese,Wu,"Jiangnan, China"
"侬要一起去伐, 吴语, 嘉兴话, 中国",Chinese,Wu,"Jiangnan, China"
"我对这个不感兴趣, 吴语, 绍兴话, 中国",Chinese,Wu,"Jiangnan, China"
"停车要收费伐, 吴语, 上海话, 中国",Chinese,Wu,"Jiangnan, China"
"我要去买东西, 吴语, 苏州话, 中国",Chinese,Wu,"Jiangnan, China"
"侬做啥工作, 吴语, 杭州话, 中国",Chinese,Wu,"Jiangnan, China"
"我晚上要加班, 吴语, 宁波话, 中国",Chinese,Wu,"Jiangnan, China"
"侬最喜欢啥食物, 吴语, 无锡话, 中国",Chinese,Wu,"Jiangnan, China"
"我想学习吴语, 吴语, 嘉兴话, 中国",Chinese,Wu,"Jiangnan, China"
Koj puas nyiam noj mov?,Chinese,Min,Taiwan
Góa sī Hō·-ló-lâng,Chinese,Min,Taiwan
Góa ē-tàng chia̍h chúi-kue̍h,Chinese,Min,Taiwan
Lí kā góa thiaⁿ-kám sīmn̄g,Chinese,Min,Taiwan
Góa ê pêng-iú chū-tī chheng-khì,Chinese,Min,Taiwan
Lí ê jiā-tīng lâng bē?,Chinese,Min,Taiwan
Góa ē-tàng thâu-khì kàn nî,Chinese,Min,Taiwan
Lí ē-kì chia tōa-pō͘-tī?,Chinese,Min,Taiwan
Góa sī Tâi-ôan-lâng,Chinese,Min,Taiwan
Lí mā bē m̄-kam chia̍h hia?,Chinese,Min,Taiwan
Góa ê sîn-téng sī chia̍h-put-chiā,Chinese,Min,Taiwan
Lí ē hō͘ góa ke-chì?,Chinese,Min,Taiwan
"Góa ē-tàng bôe lâi, m̄-sī?",Chinese,Min,Taiwan
Lí bē-thang thiaⁿ bin-á?,Chinese,Min,Taiwan
"Góa ê tōa-sè-kài, lí ē-hiáu mā?",Chinese,Min,Taiwan
"Lí kám-siā góa, m̄ kám-siā in?",Chinese,Min,Taiwan
"Góa beh tńg chhia, lí beh lâi bô?",Chinese,Min,Taiwan
Lí ē-tàng pàng góa mái chē?,Chinese,Min,Taiwan
Góa tī chia kín-á-má-pàng,Chinese,Min,Taiwan
Lí ê pèng-iú ē kòe góa giù-lâi,Chinese,Min,Taiwan
你好吗,Chinese,Gan,"Jiangxi, China"
今天天气怎么样,Chinese,Gan,"Jiangxi, China"
我叫什么名字,Chinese,Gan,"Jiangxi, China"
你要去哪里,Chinese,Gan,"Jiangxi, China"
我能帮你什么,Chinese,Gan,"Jiangxi, China"
吃饭了没,Chinese,Gan,"Jiangxi, China"
你住在哪里,Chinese,Gan,"Jiangxi, China"
这个多少钱,Chinese,Gan,"Jiangxi, China"
你学习什么,Chinese,Gan,"Jiangxi, China"
我们什么时候出发,Chinese,Gan,"Jiangxi, China"
你的爱好是什么,Chinese,Gan,"Jiangxi, China"
今天你忙吗,Chinese,Gan,"Jiangxi, China"
你喜欢听什么音乐,Chinese,Gan,"Jiangxi, China"
你会说英语吗,Chinese,Gan,"Jiangxi, China"
这附近有银行吗,Chinese,Gan,"Jiangxi, China"
我可以借你的笔吗,Chinese,Gan,"Jiangxi, China"
你觉得怎么样,Chinese,Gan,"Jiangxi, China"
明天会下雨吗,Chinese,Gan,"Jiangxi, China"
你的电话号码是多少,Chinese,Gan,"Jiangxi, China"
你几岁了,Chinese,Gan,"Jiangxi, China"
Kde máš špekáček?,Czech,Bohemian,Bohemia
"Víš, jak je mi u tě?",Czech,Bohemian,Bohemia
Pěkně hnusný den dneska.,Czech,Bohemian,Bohemia
"To se mi líbí, jak se tady bavíš.",Czech,Bohemian,Bohemia
Kam jdeš?,Czech,Bohemian,Bohemia
Co si vezmeš k pití?,Czech,Bohemian,Bohemia
Kde je tu nejbližší hospoda?,Czech,Bohemian,Bohemia
Ty jsi dobrý kamarád.,Czech,Bohemian,Bohemia
"Hele, jaký máš dneska náladu?",Czech,Bohemian,Bohemia
Tady se mi líbí ta klidná atmosféra.,Czech,Bohemian,Bohemia
Jak dlouho už tu bydlíš?,Czech,Bohemian,Bohemia
Kde máš schovanou flašku?,Czech,Bohemian,Bohemia
"No jasně, že jo!",Czech,Bohemian,Bohemia
Co to meleš?,Czech,Bohemian,Bohemia
Tady to máme v pěkným balení.,Czech,Bohemian,Bohemia
Mám doma novýho psa.,Czech,Bohemian,Bohemia
Co se tady děje?,Czech,Bohemian,Bohemia
To ti nevěřím ani slovo.,Czech,Bohemian,Bohemia
Ty jsi ale pěkně hladovej.,Czech,Bohemian,Bohemia
Na tom tam nic není zvláštního.,Czech,Bohemian,Bohemia
Kde máš klobásu?,Czech,Moravian,Moravia
"Víš, jak si mi blízký?",Czech,Moravian,Moravia
Pěkně hrozný den dneska.,Czech,Moravian,Moravia
"To se mi líbí, jak se tu bavíš.",Czech,Moravian,Moravia
Kam jdeš ty?,Czech,Moravian,Moravia
Co si dáš k piti?,Czech,Moravian,Moravia
Kde je tu nejbližší hostinec?,Czech,Moravian,Moravia
Ty jsi dobrej kámoš.,Czech,Moravian,Moravia
"Hele, jaká máš dnes náladu?",Czech,Moravian,Moravia
Tady se mi líbí ta poklidná atmosféra.,Czech,Moravian,Moravia
Jak dlouho tu bydlíš?,Czech,Moravian,Moravia
Kde máš schovanou flašku?,Czech,Moravian,Moravia
"No jasně, že jo!",Czech,Moravian,Moravia
Co to kecáš?,Czech,Moravian,Moravia
Tady to máme hezky zabaleny.,Czech,Moravian,Moravia
Mám doma novýho psa.,Czech,Moravian,Moravia
Co se tu děje?,Czech,Moravian,Moravia
To ti nevěřím ani slovo.,Czech,Moravian,Moravia
Ty jsi ale pěkně hladovej.,Czech,Moravian,Moravia
Na tom tam nic není divnýho.,Czech,Moravian,Moravia
"Co słŏńce, to nieba źimy!",Czech,Silesian,Silesian Voivodeship
No co! Tynku źiŏla!,Czech,Silesian,Silesian Voivodeship
Przynyiwa śiŏ!,Czech,Silesian,Silesian Voivodeship
Co ty myślŏsz?,Czech,Silesian,Silesian Voivodeship
Gŏdy byk na płotku!,Czech,Silesian,Silesian Voivodeship
Mŏm serca na dłoni!,Czech,Silesian,Silesian Voivodeship
Na domach lejce mŏ szkopułki!,Czech,Silesian,Silesian Voivodeship
Co ty kurwa!?,Czech,Silesian,Silesian Voivodeship
Czochraj! Z tym to niy!,Czech,Silesian,Silesian Voivodeship
Jechany na Wokanda!,Czech,Silesian,Silesian Voivodeship
Co tam?,Czech,Silesian,Silesian Voivodeship
Dŏwcy na piwo!,Czech,Silesian,Silesian Voivodeship
Myniŏ to!,Czech,Silesian,Silesian Voivodeship
Szlagiery na wylŏzach!,Czech,Silesian,Silesian Voivodeship
Warkocz śińcia doŏł!,Czech,Silesian,Silesian Voivodeship
Pŏlej ta wupiura!,Czech,Silesian,Silesian Voivodeship
Pytaiŏte znŏla z szkŏła?,Czech,Silesian,Silesian Voivodeship
Sory za śpiocha.,Czech,Silesian,Silesian Voivodeship
Bierz tynki łopaty!,Czech,Silesian,Silesian Voivodeship
Mieścij tu!,Czech,Silesian,Silesian Voivodeship
Tynka dělí vodu a Janu podle vln.,Czech,Lach,"Vsetín, Moravia"
Našemu Ferínkovi šel moravský vítr naproti.,Czech,Lach,"Frýdek-Místek, Moravia"
"Pojď, půjdeme na ňáměstko.",Czech,Lach,"Jablunkov, Moravia"
"Havrane, havrane, leť, nebo mi syna uleť.",Czech,Lach,"Vsetín, Moravia"
Zatopíme si v peci a načerpáme si ňároda.,Czech,Lach,"Frýdek-Místek, Moravia"
"Pojď, zasmejme se jak ňamaťom v úrode.",Czech,Lach,"Jablunkov, Moravia"
"Kdo si čuchl, tomu leze.",Czech,Lach,"Vsetín, Moravia"
Na vecheru si oči od šedokostelů vychiluj.,Czech,Lach,"Frýdek-Místek, Moravia"
"Šel sem kvočnu klestit, a zase sem vykvočil.",Czech,Lach,"Jablunkov, Moravia"
Něco s něčím předá se něčím.,Czech,Lach,"Vsetín, Moravia"
"Kudy husy, tam voda.",Czech,Lach,"Frýdek-Místek, Moravia"
"Vítra nic nezaberá, ale chladem lidi trápí.",Czech,Lach,"Jablunkov, Moravia"
Vždycky na popovu polně hnězdo.,Czech,Lach,"Vsetín, Moravia"
"Pojď, uděláme si z hody svatodušní oženíčko.",Czech,Lach,"Frýdek-Místek, Moravia"
"Co čerti, to kolik běda.",Czech,Lach,"Jablunkov, Moravia"
"Vždycky, když děťátko na noc zazvrací, zazpívá mu květ.",Czech,Lach,"Vsetín, Moravia"
Šel jak vlk ňesmlou a přišel jak ovca.,Czech,Lach,"Frýdek-Místek, Moravia"
"Dětka zanočí, aby nebyla navoskočení.",Czech,Lach,"Jablunkov, Moravia"
"Když kočička nejde, myši se žení.",Czech,Lach,"Vsetín, Moravia"
"Na hradě se hladká, a na báboře klaní.",Czech,Lach,"Frýdek-Místek, Moravia"
Na trávníčku zahrálo sluníčko.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Mám tu štěrk.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Přece mi to neuvěříš.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Ježišmarjá!,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Chceš si dát štrůdl?,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Máš to tam jak na dlani.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Včera jsem narazil na jednoho známého.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Ta bába nám vyprávěla pohádky.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Měj se hezky!,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Pojď se podívat na moji zahrádku.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
"Hele, kde jsi to byl?",Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Mějš do toho rukavici!,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
"Když máš takový hluk, nepomůžeš.",Czech,Southwest Bohemian,"Plzeň, České Budějovice"
"Počkej, než dojdu pro buřty.",Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Včera jsem byl na večeři u příbuzných.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
"Když jsem se díval, bylo mi zle.",Czech,Southwest Bohemian,"Plzeň, České Budějovice"
"Dej mi, prosím, půjčit tu tužku.",Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Nechce se mi dneska do práce.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Kde máš slepice?,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Někdy se mi zdávají divné sny.,Czech,Southwest Bohemian,"Plzeň, České Budějovice"
Počasí je dnes fajn.,Czech,Central Bohemian,Central Bohemia
Kam jdeš?,Czech,Central Bohemian,Central Bohemia
"Víš, co říkám?",Czech,Central Bohemian,Central Bohemia
Ta cesta je děsně rozbitá.,Czech,Central Bohemian,Central Bohemia
Co máš k večeři?,Czech,Central Bohemian,Central Bohemia
Na tohle místo jezdíme každý rok.,Czech,Central Bohemian,Central Bohemia
"Je mi zima, vezmi mi deku.",Czech,Central Bohemian,Central Bohemia
Pojďme na procházku do lesa.,Czech,Central Bohemian,Central Bohemia
"Mám hlad, jdeme do hospody.",Czech,Central Bohemian,Central Bohemia
"Ty máš nový kabát, že jo?",Czech,Central Bohemian,Central Bohemia
Podívej se na ty krásné květiny.,Czech,Central Bohemian,Central Bohemia
Kde jsi byl celý den?,Czech,Central Bohemian,Central Bohemia
Ta babička vaří nejlepší knedlíky.,Czech,Central Bohemian,Central Bohemia
Ta kočka mi vždycky nosí myši.,Czech,Central Bohemian,Central Bohemia
Dneska máme školu až do páté.,Czech,Central Bohemian,Central Bohemia
Na této louce rostou mák a pampelišky.,Czech,Central Bohemian,Central Bohemia
Ten pes štěká pořád.,Czech,Central Bohemian,Central Bohemia
Včera jsme byli na výletě.,Czech,Central Bohemian,Central Bohemia
Tady není dostatek parkovacích míst.,Czech,Central Bohemian,Central Bohemia
Na tom kopci jsou krásné výhledy.,Czech,Central Bohemian,Central Bohemia
To je holt jiný kafe.,Czech,Eastern Bohemian,Pardubice
Co děláš?,Czech,Eastern Bohemian,Hradec Králové
Já ti to hned opravím.,Czech,Eastern Bohemian,Chrudim
Kde máš nové boty?,Czech,Eastern Bohemian,Pardubice
Kam jdeme dnes večer?,Czech,Eastern Bohemian,Hradec Králové
Co je na tom špatného?,Czech,Eastern Bohemian,Chrudim
Dneska je pěkně teplo.,Czech,Eastern Bohemian,Pardubice
Jak se máš?,Czech,Eastern Bohemian,Hradec Králové
Měj se hezky.,Czech,Eastern Bohemian,Chrudim
"Hele, co je tohle?",Czech,Eastern Bohemian,Pardubice
Nemáš to náhodou doma?,Czech,Eastern Bohemian,Hradec Králové
Jdu do města nakoupit.,Czech,Eastern Bohemian,Chrudim
Tak to je pecka!,Czech,Eastern Bohemian,Pardubice
Tady se to fakt líbí.,Czech,Eastern Bohemian,Hradec Králové
To už nejde.,Czech,Eastern Bohemian,Chrudim
Půjčíš mi peníze?,Czech,Eastern Bohemian,Pardubice
Ty jsi fakt blázen!,Czech,Eastern Bohemian,Hradec Králové
Už jsem to udělal.,Czech,Eastern Bohemian,Chrudim
Tady jsou tvoje věci.,Czech,Eastern Bohemian,Pardubice
"Vím, že to umíš.",Czech,Eastern Bohemian,Hradec Králové
Kde máš svoje nové auto?,Czech,Western Bohemian,Plzeň
Co děláš v takový krásný den?,Czech,Western Bohemian,Karlovy Vary
Já ti to hned opravím.,Czech,Western Bohemian,Cheb
Ty jsi dneska pěkně nalíčená.,Czech,Western Bohemian,Plzeň
Kam jdeme dnes večer na večeři?,Czech,Western Bohemian,Karlovy Vary
Máš rád české pivo?,Czech,Western Bohemian,Cheb
Tady je to krásně.,Czech,Western Bohemian,Plzeň
Jak se máš?,Czech,Western Bohemian,Karlovy Vary
Já se mám výborně.,Czech,Western Bohemian,Cheb
"Hele, co je tohle?",Czech,Western Bohemian,Plzeň
Máš dneska nějaký plán?,Czech,Western Bohemian,Karlovy Vary
Jdu do hospody na skleničku.,Czech,Western Bohemian,Cheb
Tak to je úžasné!,Czech,Western Bohemian,Plzeň
Tady se mi to moc líbí.,Czech,Western Bohemian,Karlovy Vary
"Jdu si lehnout, už jsem unavená.",Czech,Western Bohemian,Cheb
Máš nějaké plány na víkend?,Czech,Western Bohemian,Plzeň
"Víš, kde je ta nová restaurace?",Czech,Western Bohemian,Karlovy Vary
Tak to jsi mě zklamal.,Czech,Western Bohemian,Cheb
Tady jsou tvoje věci.,Czech,Western Bohemian,Plzeň
"To se stává, nevadí.",Czech,Western Bohemian,Karlovy Vary
Kde máš nové boty?,Czech,Northern Bohemian,Ústí nad Labem
Co děláš v tak krásný den?,Czech,Northern Bohemian,Liberec
Já ti to hned opravím.,Czech,Northern Bohemian,Teplice
Jsi dneska hezky oblečený.,Czech,Northern Bohemian,Ústí nad Labem
Kam jdeme dnes večer na večeři?,Czech,Northern Bohemian,Liberec
Máš rád české pivo?,Czech,Northern Bohemian,Teplice
Tady je to pěkně.,Czech,Northern Bohemian,Ústí nad Labem
Jak se máš?,Czech,Northern Bohemian,Liberec
Měj se hezky.,Czech,Northern Bohemian,Teplice
"Hele, co je tohle?",Czech,Northern Bohemian,Ústí nad Labem
Máš dneska nějaký plán?,Czech,Northern Bohemian,Liberec
Jdu do hospody na pivo.,Czech,Northern Bohemian,Teplice
Tak to je úžasné!,Czech,Northern Bohemian,Ústí nad Labem
Tady se mi to moc líbí.,Czech,Northern Bohemian,Liberec
"Jdu si lehnout, už jsem unavený.",Czech,Northern Bohemian,Teplice
Máš nějaké plány na víkend?,Czech,Northern Bohemian,Ústí nad Labem
"Víš, kde je ta nová restaurace?",Czech,Northern Bohemian,Liberec
Tak to jsi mě zklamal.,Czech,Northern Bohemian,Teplice
Tady jsou tvoje věci.,Czech,Northern Bohemian,Ústí nad Labem
"To se stává, nevadí.",Czech,Northern Bohemian,Liberec
"Hezky den, což?",Czech,Southern Moravian,South Moravia
"No jasně, to by bylo!",Czech,Southern Moravian,South Moravia
"Jak se máš, což?",Czech,Southern Moravian,South Moravia
"Co ty na to, což?",Czech,Southern Moravian,South Moravia
"No co se dá dělat, což?",Czech,Southern Moravian,South Moravia
"Jo, jasně, to víš, což?",Czech,Southern Moravian,South Moravia
"Víš co, pojďme na to, což?",Czech,Southern Moravian,South Moravia
"Co je ti do toho, což?",Czech,Southern Moravian,South Moravia
"No, tak jasně, že jo, což?",Czech,Southern Moravian,South Moravia
"Tak to je fakt sranda, což?",Czech,Southern Moravian,South Moravia
"Myslím, že jsi na to sám přišel, což?",Czech,Southern Moravian,South Moravia
"Tak to by byl konec, což?",Czech,Southern Moravian,South Moravia
"To je ale pěkně vtipné, což?",Czech,Southern Moravian,South Moravia
"Co se tak směješ, což?",Czech,Southern Moravian,South Moravia
"Takže co teď, což?",Czech,Southern Moravian,South Moravia
"Jo, no, tak to fakt ne, což?",Czech,Southern Moravian,South Moravia
"No, to si fakt ne, což?",Czech,Southern Moravian,South Moravia
"Co je to za blázen, což?",Czech,Southern Moravian,South Moravia
"Víš co, zapomeň na to, což?",Czech,Southern Moravian,South Moravia
"Tak to je ale divný, což?",Czech,Southern Moravian,South Moravia
Ik ga een bakkie doen bij mijn buurman,Dutch,Hollandic,Holland
We gaan met de fiets naar het strand,Dutch,Hollandic,Holland
De kaasmarkt is weer gezellig druk,Dutch,Hollandic,Holland
Gaan we een rondje wandelen in de polder,Dutch,Hollandic,Holland
Hij fietst met zijn klompen aan,Dutch,Hollandic,Holland
Ik heb een visje gehaald bij de visboer,Dutch,Hollandic,Holland
We drinken een biertje op het terras,Dutch,Hollandic,Holland
Zullen we een ommetje maken door de stad,Dutch,Hollandic,Holland
Ik heb een nieuwe fiets gekocht,Dutch,Hollandic,Holland
De tulpen staan weer prachtig in bloei,Dutch,Hollandic,Holland
Even lekker uitwaaien op het strand,Dutch,Hollandic,Holland
